,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,id
630,7vNl93pqG0xXo4HE2jpj2S,Aditya A,Yaara Tu,Yaara Tu,41,148058,False,0.775,0.261,4,-13.94,1,0.0361,0.314,0.0,0.103,0.829,103.991,4,indie,630
631,46a2yfljcACKBHuO71bcLz,Psychostick,We Couldn't Think of a Title,Abcdeath,26,67787,False,0.417,0.977,1,-5.951,1,0.305,0.0126,3.06e-05,0.0479,0.153,95.013,4,industrial,631
632,0Cf9QHPb1pUbA7Vwyw1vYk,Revolting Cocks,Big Sexy Land,38,20,250761,False,0.528,0.972,10,-12.377,0,0.0325,0.000329,0.566,0.0771,0.273,141.132,4,industrial,632
633,5imbCVjoNDj25g0dVXl7LR,Sevendust,Animosity,Dead Set,29,299333,True,0.465,0.945,6,-3.47,1,0.152,0.000294,1.48e-06,0.215,0.48,172.064,4,industrial,633
634,6bTIXeF5mD2ehZJH4CflWj,Blutengel,Seelenschmerz,Children Of The Night,24,295533,False,0.545,0.801,0,-2.898,1,0.0364,1.98e-05,0.053,0.0725,0.0775,118.989,4,industrial,634
635,7nCONy10IHp7XD3oYZ0lcx,Death Grips,The Money Store,I've Seen Footage,58,202853,True,0.603,0.944,11,-3.626,0,0.347,0.0481,0.0,0.342,0.418,130.035,4,industrial,635
636,2jBUZ6AWgvmUGHChhdpTgH,Ministry,Filth Pig,Gameshow,20,465560,False,0.363,0.534,3,-7.529,1,0.0361,2.1e-05,0.633,0.661,0.295,97.084,4,industrial,636
637,2JEvkGpibMvl7nAymPedyW,Priest,Obey EP,Obey,24,256000,False,0.501,0.793,9,-5.475,0,0.0422,0.00623,0.000369,0.141,0.0678,123.884,4,industrial,637
638,09KOUOdpYQXECSrD85bvgd,Deadsy,Commencement,Flowing Glower,20,298051,False,0.311,0.42,7,-10.615,1,0.0293,0.00138,0.0237,0.198,0.308,129.104,4,industrial,638
639,6x5VocLUOPlQBgkq2bGe6e,Sevendust,Best Of (Chapter One 1997-2004),Bender,23,226493,True,0.609,0.943,11,-4.56,1,0.101,0.000147,0.138,0.502,0.547,106.94,4,industrial,639
640,72Q66d8akZekf6AQH414nc,Area 11,SINGLARITY,ØCULIST,24,231891,False,0.527,0.812,5,-3.228,0,0.0359,0.0018,8.67e-06,0.0941,0.287,124.965,4,industrial,640
641,6JhSW5ECdT9htNSmxP7XjO,Out of Nowhere,Man Made Disaster,Unspoken,0,234000,True,0.382,0.446,9,-5.931,0,0.0273,0.46,0.0,0.138,0.103,139.725,4,iranian,641
642,1JOAUi8Am1tNi5mT1Wv5Sk,Leila Bela,Angra Manyu,Waiting On April... for You,0,62293,False,0.429,0.27,10,-14.574,0,0.0955,0.936,0.0109,0.101,0.22,142.66,4,iranian,642
643,1VcYiTKxVDk8nAf11atoTp,Out of Nowhere,Hope Is on the Way,Hope Is on the Way,1,220000,False,0.602,0.817,4,-4.628,0,0.0365,0.104,2.32e-06,0.117,0.0799,100.03,4,iranian,643
644,1llFIDWpncvYHrsc3aLIdv,Leila Bela;L Jorgensen,Angra Manyu,Cheshme (feat. L Jorgensen),0,67426,False,0.391,0.297,4,-17.613,0,0.0372,0.931,0.649,0.11,0.293,95.233,4,iranian,644
645,2Np9UILmMEQ8C1REZo8jbD,Kahtmayan,Virtual existence,Broken Promise,0,416213,False,0.491,0.957,2,-5.63,0,0.0518,0.000503,0.709,0.257,0.459,139.965,4,iranian,645
646,2AnbCxzDCjHsoEwnTur2r1,Downtown Of HongKong,Visions of Darkness (In Iranian Contemporary Music),Downtown Valley,0,833293,False,0.0645,0.0753,1,-14.957,1,0.038,0.951,0.775,0.0777,0.0268,68.592,4,iranian,646
647,79YiwX28oOFOSmu7Cww3rk,Confess,In Pursuit of Dreams,5 Years in Cave...,1,360048,True,0.292,0.878,7,-3.846,1,0.0628,0.00188,0.0453,0.0757,0.0468,120.076,4,iranian,647
648,1U64F3FMsryebYlNRW94VO,Porya Hatami,Phone to Logos,Color Bars,16,62834,False,0.2,0.00871,3,-37.78,1,0.0515,0.996,0.901,0.103,0.106,69.984,4,iranian,648
649,4vMvKwZ5q9yplZs32DXTxJ,Atria,Reincarnation,Beyond the Horizon,0,48000,False,0.226,0.912,6,-3.588,1,0.138,2.94e-06,0.829,0.221,0.0899,139.606,4,iranian,649
650,6qkj3pujFNHmkPHO529vkC,Porya Hatami,Butterflies,Butterflies,5,352000,False,0.205,0.122,0,-23.538,1,0.0499,0.995,0.926,0.0878,0.0478,84.014,3,iranian,650
651,4sYjub31yWSj7eqaNNVtmA,Popcaan,Empire Summer,Ravin,32,195840,False,0.735,0.56,1,-7.162,0,0.361,0.252,0.0,0.309,0.751,99.495,4,j-dance,651
652,4VpBbvKrvmEQJEm3pQPYkY,CTS,WAVINESS,"Love the past, Play the future",32,259519,False,0.506,0.956,3,-3.388,1,0.0897,0.0673,0.0,0.159,0.414,127.953,4,j-dance,652
653,08THWTAolAd4hkmkFIPxhH,Demarco;Rihanna,Keep Calm and Love Dancehall (Dancehall Party Classics 2015),RudeBoy - Remix,48,238080,False,0.583,0.779,10,-5.182,0,0.137,0.0742,0.0,0.259,0.593,179.858,4,j-dance,653
654,4s5F9S2VO5yEcVfxdvMgCO,Kraff Gad,Dinero,Dinero,34,223477,True,0.815,0.69,1,-5.644,0,0.199,0.501,0.0,0.0966,0.535,95.045,4,j-dance,654
655,47MwPx7nbFUD5IGVhL38Zr,Skillibeng;F.S.,Whap Whap (feat. F.S.),Whap Whap (feat. F.S.),58,181115,False,0.895,0.78,6,-6.458,0,0.232,0.207,9.76e-05,0.118,0.59,106.988,4,j-dance,655
656,29gFw3PNupQzPv0XiYrAXm,Intence,Leave If Uh Waah Leave,Leave If Uh Waah Leave,20,170173,True,0.731,0.842,5,-5.418,0,0.178,0.207,0.0,0.405,0.854,130.283,5,j-dance,656
657,3gnequQOQxh6VoZtUHCl8i,DA PUMP,Magical Babyrinth,Magical Babyrinth,41,208920,False,0.672,0.993,7,-1.381,1,0.14,0.115,0.0,0.25,0.615,138.961,4,j-dance,657
658,7HM1onSgR6op93vH7jNTV5,Vybz Kartel,Boom It Off,Boom It Off,24,210666,True,0.744,0.502,2,-9.603,1,0.312,0.246,1.68e-06,0.0511,0.7,120.411,5,j-dance,658
659,5VAeZ0LTBNI1AlkGIEBAOV,QUEEN BEE,KING BITCH,KING BITCH,46,183293,False,0.707,0.804,4,-4.155,0,0.0925,0.0166,0.0,0.446,0.571,97.002,4,j-dance,659
660,6N0S1LPNDEjlGOXm1xj4rS,CIRRRCLE,BESTY,Dance Wit U,20,198930,False,0.763,0.623,10,-5.971,0,0.285,0.0653,0.0,0.0282,0.8,105.963,4,j-dance,660
661,6t1zZu0TnnRWaNOXoNMcNY,Shiritsu Ebisu Chugaku,playlist,SHAKE! SHAKE! (Prod. ポルカドットスティングレイ),18,193613,False,0.66,0.959,1,-3.332,1,0.103,0.0188,3.38e-06,0.0215,0.589,132.99,4,j-idol,661
662,2RoQPsAz89XfmsYBvBQQhZ,Shiritsu Ebisu Chugaku,イヤフォン・ライオット,イヤフォン・ライオット,25,238999,False,0.665,0.784,6,-4.693,1,0.0499,0.00781,0.0,0.12,0.846,138.029,4,j-idol,662
663,0riL4qjpTlO42hMXWFLn7E,Shiritsu Ebisu Chugaku,playlist,オメカシ・フィーバー,24,246280,False,0.625,0.934,8,-3.214,0,0.0487,0.0238,0.0,0.255,0.96,134.985,4,j-idol,663
664,2B8GTXqzrhBYc8LsvJcIsM,BiSH,GOiNG TO DESTRUCTiON,STORY OF DUTY,23,215910,False,0.266,0.956,11,-4.282,1,0.139,2.53e-05,0.548,0.268,0.223,199.873,4,j-idol,664
665,4j4gCZLJXa1C5eU9E5tXcD,Seiko Matsuda,赤いスイートピー,赤いスイートピー,22,219800,False,0.599,0.423,7,-7.887,1,0.0235,0.609,0.0,0.0754,0.461,83.809,4,j-idol,665
666,6ETaVPR9qHxY3qvjYE7pEx,STU48,無謀な夢は覚めることがない<Type B>,僕らの春夏秋冬,20,248563,False,0.545,0.874,6,-3.425,1,0.0464,0.643,0.0,0.0719,0.548,135.933,4,j-idol,666
667,1aTEygvJz9cA86mzGxJVAT,PASSEPIED,&DNA,スーパーカー,20,264453,False,0.464,0.845,10,-3.791,1,0.0371,0.145,0.0077,0.239,0.662,171.839,4,j-idol,667
668,0LJFeME84eaC5veWs5giYV,Ayumikurikamaki,大逆襲,旅立ちの唄,36,208146,False,0.593,0.927,11,-2.998,1,0.104,0.0866,0.0,0.275,0.777,173.948,4,j-idol,668
669,23r5Z4GnrIlCxRKddUpYxZ,Dempagumi.Inc,DEMPARK!!!,プリンセスでんぱパワー!シャインオン!,21,246487,False,0.325,0.883,10,-3.593,1,0.0785,0.209,1.32e-06,0.271,0.701,160.033,4,j-idol,669
670,0pzZwWMPxJPwwhrkqykTrz,NMB48,カモネギックス (劇場盤),カモネギックス,24,257519,False,0.54,0.985,5,-3.743,0,0.0805,0.158,0.0,0.336,0.618,137.03,4,j-idol,670
671,2IugoBCcRqIfBdqxwLlNrX,Fetty Wap;Remy Boyz,Gaming Songs 2022: Hard Mode,679,0,196693,True,0.618,0.717,7,-5.737,1,0.318,0.00256,0.0,0.625,0.603,190.046,4,j-pop,671
672,5hVAQTNarrb3lmWqg9Ens4,Lilas Ikuta,Answer,Answer,66,246000,False,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,4,j-pop,672
673,2AmRjWxvLxJK3DjCYNruLI,RADWIMPS;Toko Miura,Weathering With You,Celebration (Movie Edit) [feat. Toko Miura],48,156160,False,0.511,0.923,9,-2.554,1,0.0867,0.142,0.0,0.172,0.765,152.034,4,j-pop,673
674,7A5Ec0XhJB8vZDyBc0Wvml,ロクデナシ,J-Pop 輕旅行,ただ声一つ,5,161561,False,0.707,0.5,1,-5.78,1,0.0296,0.895,4e-05,0.234,0.583,129.97,4,j-pop,674
675,5hLiMgK0oIx8t9AwO3Pm3P,Madeleine Peyroux,Careless Love,Don't Cry Baby,39,198346,False,0.623,0.353,7,-10.339,1,0.0317,0.889,0.012,0.109,0.236,105.908,4,j-pop,675
676,1QELw50Dl95LusF6uOkDqk,Michael Bublé;Cécile McLorin Salvant,love (Deluxe Edition),La vie en rose (feat. Cécile McLorin Salvant),59,229963,False,0.459,0.267,0,-8.948,1,0.0294,0.807,0.0,0.119,0.342,63.378,4,j-pop,676
677,7FptOE24ql8QzjoF2BHDB5,GLAY,WHITE ROAD,HOWEVER,44,335040,False,0.287,0.791,0,-4.956,1,0.05,0.163,0.0,0.0832,0.401,171.994,4,j-pop,677
678,3WY0iazRPHOlIq6CdbKLZ6,Ado,UTA'S SONGS ONE PIECE FILM RED,Backlight,61,237666,False,0.564,0.896,10,-3.875,0,0.108,0.000387,8.17e-06,0.374,0.713,145.023,4,j-pop,678
679,15HNdxGKNCIO9pgaY4n7FU,Official HIGE DANdism,Traveler,Pretender,60,326842,False,0.538,0.869,8,-3.464,1,0.0275,0.047,0.0,0.14,0.369,91.972,4,j-pop,679
680,2cE5PbW9PhPmnyETXqH3VE,RADWIMPS;Toko Miura,Weathering With You,Grand Escape (Movie Edit) [feat. Toko Miura],56,188066,False,0.461,0.423,4,-9.161,1,0.0369,0.486,0.00118,0.137,0.546,146.061,4,j-pop,680
681,6IVM1YYZq6K6NG6qqC26o4,Seiko Oomori,JUSTadICE,JUSTadICE,56,232338,False,0.404,0.988,0,-1.756,1,0.193,0.00139,0.00419,0.125,0.38,185.051,4,j-rock,681
682,1vuCmXKs7yn2WkZ9fmGHIo,Shogo Hamada,光と影の季節,Midnight Blue Train (single / 2005),32,382986,False,0.479,0.57,0,-5.606,1,0.0268,0.409,0.0,0.238,0.249,140.213,4,j-rock,682
683,5Ue2rlRRkLIYQH0JULGGbQ,Mr.Children,Versus,and I close to you,35,251960,False,0.666,0.882,1,-5.238,1,0.032,0.157,3.08e-05,0.0511,0.936,131.977,4,j-rock,683
684,3ILmwMefYZoQh5Cf5jeuUQ,Motohiro Hata,Documentary,透明だった世界,61,232360,False,0.373,0.914,0,-4.185,1,0.0565,0.076,0.0,0.669,0.56,168.21,4,j-rock,684
685,6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,j-rock,685
686,39LyUQIy7idLxPdsjyZsxe,ONE OK ROCK,Eye of the Storm,Wasted Nights,56,224746,False,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,4,j-rock,686
687,5tXOuIoDO0ZtGLijEOD6HZ,UVERworld,ODD FUTURE short ver.,ODD FUTURE short ver.,56,89983,False,0.691,0.895,0,-4.3,0,0.0756,0.0274,0.0,0.503,0.581,127.924,4,j-rock,687
688,70gcirYr6imzBLhfyBQiSE,Trampled by Turtles,Life is Good on the Open Road,Kelly's Bar,34,212973,False,0.318,0.744,4,-4.424,1,0.0337,0.102,0.0,0.217,0.813,155.877,4,j-rock,688
689,63ATNJvZGtLlpg3Jo2Wzii,Strike,Sol de Paz,Sol de Paz,43,195507,False,0.645,0.583,5,-5.689,1,0.0288,0.202,0.0,0.0856,0.745,82.01,4,j-rock,689
690,0KCSJzsQVxkloxoT7dyrqV,SiM,The Rumbling (TV Size),The Rumbling (TV Size),66,90265,False,0.408,0.875,8,-1.536,1,0.0546,1.68e-05,0.000101,0.264,0.646,144.975,4,j-rock,690
691,5N7TL8pWAyblwk9B4rLFyQ,Jamie Cullum,Best Christmas Songs 2022,It's Christmas,0,194706,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,jazz,691
692,5glnDYLzHld2GHsyrok5Y3,Dean Martin,Christmas Best Hits 2022,I've Got My Love To Keep Me Warm - Remastered 2002,0,161973,False,0.604,0.225,1,-11.554,1,0.0344,0.566,0.0,0.148,0.674,138.46,3,jazz,692
693,3Bbbz0IGORWZSLf9UqsAL4,Ella Fitzgerald;Louis Armstrong,C'est Si Bon,Dream A Little Dream Of Me,46,182266,False,0.631,0.127,0,-15.333,1,0.0949,0.939,0.0,0.0732,0.322,76.559,4,jazz,693
694,1G21erc1ygVSJDvadnWfRX,Michael Bublé;Nelly Furtado,Just Best Covers,"Quando, Quando, Quando",2,284373,False,0.644,0.427,9,-9.196,1,0.0391,0.778,9.51e-05,0.136,0.577,116.042,4,jazz,694
695,30BzGYPo3vemThl8N65MlV,Dean Martin,Calm Christmas,I've Got My Love To Keep Me Warm - Remastered 1996,0,166493,False,0.522,0.148,8,-15.579,1,0.0367,0.766,0.0,0.204,0.643,138.997,4,jazz,695
696,4n93v928IWO70XJjh7adCQ,Vince Guaraldi Trio,Rockin' Around The Christmas Tree 2022,Christmas Time Is Here - Vocal,0,166440,False,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,jazz,696
697,5AJWLo3UQX9pVN852i8CPU,Nat King Cole;John Legend,Weihnachten Playlist,The Christmas Song (Chestnuts Roasting On An Open Fire),0,210026,False,0.226,0.382,1,-9.243,1,0.0288,0.845,0.0,0.111,0.165,81.943,4,jazz,697
698,6yKkA8HzwWTZ5taIMaG4Nm,Bill Evans Trio,Waltz For Debby [Original Jazz Classics Remasters] (OJC Remaster),My Foolish Heart,60,297320,False,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,4,jazz,698
699,2uXsKwL314wMze7QHoSYgK,Ella Fitzgerald,Christmas Playlist 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,jazz,699
700,1pfYkd8bfIm24ArqMZ6eYI,Dean Martin,pov: you bake cookies,Let It Snow! Let It Snow! Let It Snow!,0,115240,False,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,jazz,700
701,5UllzucVnT1jpCcpMdKktX,Vidyasagar;Unni Menon;Srivarthini,Alli Thantha Vaanam (Original Motion Picture Soundtrack),Kannalay Miya Miya,48,294013,False,0.736,0.621,9,-10.582,0,0.057,0.0375,0.0029,0.249,0.608,137.344,4,k-pop,701
702,2Pp9osgyIcw6o1avfDDDhH,BLACKPINK,SQUARE UP,Forever Young,67,237076,False,0.592,0.961,4,-1.807,1,0.096,0.0423,0.0,0.0882,0.508,109.826,4,k-pop,702
703,5pILd3WHCjJa8trmnjfRBO,Jack Harlow,On Chill - Rap & RnB,BIG CHILLIN,0,158014,False,0.81,0.69,1,-8.257,0,0.299,0.0102,0.0,0.292,0.585,129.239,5,k-pop,703
704,6KhAXXgDtEEahVzATvFNcn,BTS,MAP OF THE SOUL : 7,Moon,70,208589,False,0.704,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,0.64,141.87,4,k-pop,704
705,0e8TvtwBMmh89JHJrLdPB8,Ilaiyaraaja;M. M. Manasi,"Maari’s Aanandhi (From ""Maari 2"" Original Motion Picture Soundtrack)",Maaris Aanandhi,48,259591,False,0.637,0.355,0,-9.92,0,0.0245,0.586,0.0131,0.15,0.331,97.998,3,k-pop,705
706,3hkC9EHFZNQPXrtl8WPHnX,Alka Yagnik;Arijit Singh,Tamasha,Agar Tum Saath Ho,73,341054,False,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,4,k-pop,706
707,2Cflk1MsD6Ke9MpYEmuxYo,T. M. Soundararajan,Divine Collections Saravana Bhavane,Muruganai Koopittu,43,197746,False,0.587,0.474,6,-11.776,1,0.0806,0.466,0.0,0.144,0.818,104.153,4,k-pop,707
708,3xYfDSxJhRLDIb1fw71WTw,BTS,Love Yourself 結 'Answer',Best Of Me,59,227191,False,0.655,0.756,8,-4.388,1,0.07,0.0298,0.0,0.396,0.469,121.936,4,k-pop,708
709,4k2iYdpCZYH3eQX2bVKOku,BLACKPINK,'BLACKPINK 2018 TOUR 'IN YOUR AREA' SEOUL - Live,DDU-DU DDU-DU (Live),55,210268,False,0.563,0.902,11,-4.634,0,0.194,0.0184,5.2e-06,0.368,0.364,139.939,4,k-pop,709
710,555NYWQ1PbmLJiTW6XFwtr,Raghu Dixit,Just Maath Maathali,Munjaane Manjalli,52,340244,False,0.39,0.505,9,-8.671,1,0.0381,0.421,0.0,0.0918,0.28,113.706,4,k-pop,710
711,1cj0FkPscyh8p2p6b1DGY7,Desmond Dennis,Cool Kids Jams 3,We Don't Hit Our Friends,11,197303,False,0.756,0.43,11,-11.795,0,0.0614,0.0389,0.0,0.146,0.693,132.587,4,kids,711
712,4yU4enZ8JKJxrIg2OsKpIk,Grey Skye Evans;KD Da Kid,Haterz (Remix),Haterz - Remix,14,194423,False,0.876,0.433,8,-11.874,1,0.113,0.016,0.0633,0.117,0.242,136.103,4,kids,712
713,5Bz0GjrgRdZuY7PtiCXixl,Jack Hartmann,Super Fun Learning Songs,Have a Great Day,12,87876,False,0.866,0.694,2,-4.939,1,0.296,0.187,0.0,0.0748,0.792,96.991,4,kids,713
714,0k6Ofhg7UwcBCK6H4lDTS8,Desmond Dennis,Desmond Cool Jams,This Old Man,13,182158,False,0.57,0.647,5,-8.244,1,0.0489,0.0232,0.0,0.185,0.552,180.135,4,kids,714
715,1FSj3PsTEYUGtHRgk7p3QJ,Koo Koo Kanga Roo,Hot Sauce,Hot Sauce,22,139920,False,0.954,0.717,1,-8.716,1,0.113,0.18,0.0,0.0366,0.798,126.08,4,kids,715
716,6VTHp0HzlexVgCZcuV2bkT,Pj Panda;ML3V LLC,Pj Panda's New Nursery Rhymes Collection,Baby Shark (Trap Remix),12,144750,False,0.914,0.465,2,-10.14,1,0.0732,0.00174,0.000798,0.319,0.273,126.061,4,kids,716
717,6iR24LBxndGuew9C5asnBf,Coach Kody;Children's Party;Keelan;Tristan,"BOUNCE HOUSE: Birthday Songs 4 Kids, Pt. 2",HAPPY U Were Born,9,105813,False,0.861,0.429,4,-7.956,1,0.0748,0.439,0.0,0.182,0.689,122.026,4,kids,717
718,4caq1xfhuXjM94zghnTTXS,Jack Hartmann,Super Fun Learning Songs,Brand New Day,10,121731,False,0.722,0.627,2,-5.419,1,0.0397,0.298,0.0,0.397,0.853,120.343,4,kids,718
719,7yCr4kSUMcc5uBekXOFaZU,Patty Shukla,Sing and Play,S.T.O.P.,35,169826,False,0.805,0.739,0,-4.108,1,0.145,0.232,0.000195,0.0702,0.776,155.065,5,kids,719
720,1VxM3THxCqp52Vvd9LKRIE,Blake Rules;Netherfriends,Kids Trap 7,The Seatbelt Song,12,156164,False,0.788,0.443,8,-11.546,1,0.12,0.18,0.0575,0.0873,0.317,101.439,4,kids,720
721,1wOpMjWFiYm9xuRvqATOiS,Alejo;Feid;ROBI,El perreo es el futuro,Pantysito,0,240413,True,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,latin,721
722,3kL8AhqrrhSlGXaT8y5ujT,Mon Laferte,Café en casa,Paisaje Japonés,1,204733,False,0.524,0.361,0,-6.21,1,0.0406,0.725,0.00385,0.0975,0.203,172.002,3,latin,722
723,1LBbGzkIDSEc0RQb9LXgce,J Balvin;Sech,Feliz Cumpleaños con Perreo,Una Nota,2,170760,False,0.662,0.788,3,-4.55,0,0.205,0.0191,0.0,0.0559,0.711,179.876,4,latin,723
724,1oANw3YJXR9hr7n3vwIu2e,J Balvin;Bad Bunny;Marciano Cantero,Feliz Cumpleaños con Perreo,UN PESO,2,277106,False,0.627,0.675,5,-7.125,0,0.212,0.125,0.0,0.0784,0.961,79.31,4,latin,724
725,4u9jtJXU6fAbBBmWL6VB0E,Daddy Yankee,Perreo Tenebroso Vol. 5,Shaky Shaky,0,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,latin,725
726,0nVlGxtlkx3IX8HEuRo7BN,J Balvin;Bad Bunny,Esto No Se Le Dedica A Cualquiera,LA CANCIÓN,2,242573,False,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,latin,726
727,0jcnKiHDwgcgBUokWDckX9,J Balvin;Bad Bunny;Marciano Cantero,Reggaeton Mix Perreito,UN PESO,3,277106,False,0.627,0.675,5,-7.125,0,0.212,0.125,0.0,0.0784,0.961,79.31,4,latin,727
728,3y6xF1z5uAMMySr3ilTBt2,Greeicy;Nacho,Regageton Para Niños,Destino,1,180480,False,0.708,0.76,0,-3.02,1,0.0934,0.0104,8.35e-06,0.0462,0.706,188.124,4,latin,728
729,37i4ehp6JPOenvQQEcoYv7,Daddy Yankee,Noche de Halloween Latino,Shaky Shaky,3,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,latin,729
730,4X7XP4r6XpJSegnMeHZsEN,J Balvin;Bad Bunny;Marciano Cantero,El perreo es el futuro,UN PESO,0,277106,False,0.627,0.675,5,-7.125,0,0.212,0.125,0.0,0.0784,0.961,79.31,4,latin,730
731,2ueWCiQRtVdj5pSs87CDla,Alvaro Diaz;Feid;Tainy,FELIZ CUMPLEAÑOS,Llori Pari,1,215026,False,0.602,0.573,5,-7.388,1,0.0518,0.282,0.0,0.0854,0.319,174.048,4,latino,731
732,5qNlMrawQu9DeWErxDeKZA,J Balvin,Carrete con besties,Sigo Extrañándote,0,201280,False,0.896,0.859,11,-4.232,0,0.21,0.154,0.000109,0.212,0.938,93.016,4,latino,732
733,7epvz4k2v8qrzYansbnKAd,Joey Montana;Sebastian Yatra,Frescura y Perreo,Suena El Dembow,0,195760,False,0.69,0.858,0,-4.431,1,0.0529,0.189,0.0,0.113,0.755,91.884,4,latino,733
734,50zpoWMidTPVoCjBBNMfMP,Farina,Perreo Tenebroso Vol. 1,El Problema,0,206173,False,0.535,0.651,0,-3.612,1,0.402,0.0542,0.131,0.0751,0.515,179.795,4,latino,734
735,38DE0yn1UzRWgaLsh0GJGZ,Feid,Fiesta portatil,Ferxxo 100,3,167760,False,0.705,0.562,8,-3.378,0,0.0674,0.257,0.0,0.137,0.569,163.893,4,latino,735
736,48zFZh27QU5qsrBjn4C2FA,Ozuna;Manuel Turizo,Aura,Vaina Loca,74,176133,False,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,4,latino,736
737,2XViKl7h7ykYuQrqnEOI4o,Joey Montana;Sebastian Yatra,Reggeaton Imperdible,Suena El Dembow,2,195760,False,0.69,0.858,0,-4.431,1,0.0529,0.189,0.0,0.113,0.755,91.884,4,latino,737
738,2pXg8l1JGZ3hCyFqxirV13,Lalo Ebratt;Trapical,Frescura y Perreo,Mocca,0,200293,False,0.786,0.696,1,-5.343,0,0.352,0.183,0.0,0.123,0.591,97.956,4,latino,738
739,77AAzPYU8BzH1706odR9WR,Wisin & Yandel,Halloween 2022 Perreo Vol. 5,Sexy Movimiento,0,211920,False,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,latino,739
740,75G3D1ajCgumVJ7Kun9MbC,Brytiago;Darell,Halloween 2022 Perreo Vol. 3,Olvidando,1,229013,False,0.767,0.672,2,-4.455,0,0.182,0.12,6.18e-05,0.695,0.585,171.996,4,latino,740
741,4M2fq8GGDX7evUwMNd3k3c,Kester,Anjanam (Christian Devotional Songs),Oru Nimisham,22,359497,False,0.548,0.493,2,-7.259,1,0.0259,0.203,0.0,0.261,0.278,81.07,4,malay,741
742,0UjXfsUpKlqfOvAFrVuZnu,ThirumaLi;Thudwiser,LOCAL GANG,LOCAL GANG,23,207232,False,0.586,0.858,2,-4.731,1,0.26,0.121,2.7e-05,0.197,0.472,129.988,4,malay,742
743,17zEns9wqJpnbWKVQcqVT7,Niranj Suresh;Ranjin Raj,"Poomuthole (From ""Joseph"")","Poomuthole - From ""Joseph""",48,290810,False,0.637,0.205,5,-12.758,0,0.0343,0.884,0.000341,0.0664,0.641,85.035,3,malay,743
744,2y17SpaJ21mclFKM39Rcvj,Mathan;Naven,Intha Vechiko,Paapa,39,178845,False,0.784,0.699,11,-8.279,1,0.109,0.0244,0.0,0.409,0.65,101.075,4,malay,744
745,4cWYOdCkbQBVGwbJv5ayFu,Kester,Hits of Kester (Christian Devotional),Ithratholam Enne,39,347746,False,0.604,0.485,4,-6.868,1,0.0254,0.326,0.0,0.0799,0.374,79.97,4,malay,745
746,7eaCqWyQqWuTxAxbYOrTi5,ADK Srirascol;Rolex Rasathy,Maayavi,Maayavi,34,257600,False,0.66,0.83,10,-4.273,0,0.0521,0.305,0.0,0.0536,0.462,149.983,4,malay,746
747,5H99SIj4ZcYfJc4vPzdcRW,Kester,Yesuve En Nadhane (Christian Devotional Song),Ithratholam Enne,24,347746,False,0.604,0.485,4,-6.868,1,0.0254,0.326,0.0,0.0799,0.374,79.97,4,malay,747
748,0UuYFoWgz323USDZmH4cMj,Street Academics,Aathmasphere & Chatha Kaakka EP,Vandi Puncture,22,158187,False,0.776,0.729,1,-5.504,1,0.438,0.333,0.0,0.149,0.526,97.901,4,malay,748
749,4hIYC2rpNyzqt5I6Zxb1tt,Buggimaan,Pidivaatham,Pidivaatham,37,229018,False,0.789,0.669,9,-7.087,0,0.0315,0.464,4.2e-06,0.109,0.901,115.007,4,malay,749
750,5nsfVwWz1M1sug2ILCVygq,Joe Flizzow;SonaOne,Satu Malam Di Temasek,Satu Malam Di Temasek,62,217184,False,0.479,0.737,0,-4.756,1,0.287,0.1,0.0,0.303,0.713,82.501,4,malay,750
751,2YzJaHvzsEb1LzGugXIduK,Jay Chou,11月的蕭邦,楓,58,275026,False,0.502,0.435,0,-7.177,1,0.0292,0.76,0.0,0.135,0.145,134.425,4,mandopop,751
